Date,Pifzer 1st dose,Pifzer 2nd dose,P3,Moderna 1st dose,Moderna 2nd dose,M3,SUM,4860000,Rate,Effective Vax t,, 3rd dose ,Pre-existing immunity
4/1/2021,0,0,0,0,0,0,0,4860000,0,0,, -   ,540000
5/1/2021,0,0,0,0,0,0,0,4860000,0,0,, -   ,540000
6/1/2021,9.38,0,0,0,0,0,9.38,4859990.62,1.93E-06,1.93E-06,, -   ,540000
7/1/2021,9.067333333,0,0,0,0,0,9.067333333,4859990.933,1.87E-06,-6.43E-08,, -   ,540000
8/1/2021,8.754666667,0,0,0,0,0,8.754666667,4859991.245,1.80E-06,-6.43E-08,, -   ,540000
9/1/2021,8.442,0,0,0,0,0,8.442,4859991.558,1.74E-06,-6.43E-08,, -   ,540000
10/1/2021,8.129333333,0,0,0,0,0,8.129333333,4859991.871,1.67E-06,-6.43E-08,, -   ,540000
11/1/2021,636.2766667,0,0,0,0,0,636.2766667,4859363.723,0.000130921,0.000129248,, -   ,540000
12/1/2021,1140.295333,0,0,0,0,0,1140.295333,4858859.705,0.000234629,0.000103708,, -   ,540000
13/1/2021,1101.524667,0,0,0,0,0,1101.524667,4858898.475,0.000226651,-7.98E-06,, -   ,540000
14/1/2021,1062.754,0,0,0,0,0,1062.754,4858937.246,0.000218674,-7.98E-06,, -   ,540000
15/1/2021,1023.983333,0,0,0,0,0,1023.983333,4858976.017,0.000210696,-7.98E-06,, -   ,540000
16/1/2021,985.2126667,0,0,0,0,0,985.2126667,4859014.787,0.000202719,-7.98E-06,, -   ,540000
17/1/2021,946.442,0,0,0,0,0,946.442,4859053.558,0.000194741,-7.98E-06,, -   ,540000
18/1/2021,907.6713333,0,0,0,0,0,907.6713333,4859092.329,0.000186764,-7.98E-06,, -   ,540000
19/1/2021,868.9006667,0,0,0,0,0,868.9006667,4859131.099,0.000178786,-7.98E-06,, -   ,540000
20/1/2021,830.13,0,0,0,0,0,830.13,4859169.87,0.000170809,-7.98E-06,, -   ,540000
21/1/2021,791.3593333,0,0,0,0,0,791.3593333,4859208.641,0.000162831,-7.98E-06,, -   ,540000
22/1/2021,10845.46867,0,0,0,0,0,10845.46867,4849154.531,0.002231578,0.002068747,, -   ,540000
23/1/2021,10470.26867,0,0,0,0,0,10470.26867,4849529.731,0.002154376,-7.72E-05,, -   ,540000
24/1/2021,10095.06867,0,0,0,0,0,10095.06867,4849904.931,0.002077175,-7.72E-05,, -   ,540000
25/1/2021,9719.868667,0,0,0,0,0,9719.868667,4850280.131,0.001999973,-7.72E-05,, -   ,540000
26/1/2021,9344.668667,0,0,0,0,0,9344.668667,4850655.331,0.001922771,-7.72E-05,, -   ,540000
27/1/2021,18909.45467,13.18785714,0,0,0,0,18922.64252,4841077.357,0.003893548,0.001970777,, -   ,540000
28/1/2021,18203.14067,16.99571429,0,0,0,0,18220.13638,4841779.864,0.003748999,-0.000144549,, -   ,540000
29/1/2021,17496.82667,20.80357143,0,0,0,0,17517.63024,4842482.37,0.003604451,-0.000144549,, -   ,540000
30/1/2021,16790.51267,24.61142857,0,0,0,0,16815.1241,4843184.876,0.003459902,-0.000144549,, -   ,540000
31/1/2021,23963.39867,28.41928571,0,0,0,0,23991.81795,4836008.182,0.004936588,0.001476686,, -   ,540000
1/2/2021,22994.44467,32.22714286,0,0,0,0,23026.67181,4836973.328,0.004737998,-0.00019859,, -   ,540000
2/2/2021,25462.32267,1605.39,0,0,0,0,27067.71267,4832932.287,0.005569488,0.00083149,, -   ,540000
3/2/2021,24405.50933,2058.3,0,0,0,0,26463.80933,4833536.191,0.005445228,-0.00012426,, -   ,540000
4/2/2021,23348.696,2511.21,0,0,0,0,25859.906,4834140.094,0.005320968,-0.00012426,, -   ,540000
5/2/2021,22291.88267,2964.12,0,0,0,0,25256.00267,4834743.997,0.005196708,-0.00012426,, -   ,540000
6/2/2021,21235.06933,3417.03,0,0,0,0,24652.09933,4835347.901,0.005072448,-0.00012426,, -   ,540000
7/2/2021,20178.256,3869.94,0,0,0,0,24048.196,4835951.804,0.004948188,-0.00012426,, -   ,540000
8/2/2021,25185.42507,4322.85,0,0,0,0,29508.27507,4830491.725,0.006071662,0.001123473,, -   ,540000
9/2/2021,23926.47899,4295.85,0,0,0,0,28222.32899,4831777.671,0.005807064,-0.000264598,, -   ,540000
10/2/2021,30673.55051,4268.85,0,0,0,0,34942.40051,4825057.599,0.007189794,0.001382731,, -   ,540000
11/2/2021,29148.98784,4241.85,0,0,0,0,33390.83784,4826609.162,0.006870543,-0.000319252,, -   ,540000
12/2/2021,27624.42517,4214.85,0,0,0,0,31839.27517,4828160.725,0.006551291,-0.000319252,, -   ,540000
13/2/2021,26099.86251,4187.85,0,0,0,0,30287.71251,4829712.287,0.00623204,-0.000319252,, -   ,540000
14/2/2021,24575.29984,4160.85,0,0,0,0,28736.14984,4831263.85,0.005912788,-0.000319252,, -   ,540000
15/2/2021,23050.73717,4133.85,0,0,0,0,27184.58717,4832815.413,0.005593536,-0.000319252,, -   ,540000
16/2/2021,21526.17451,4106.85,0,0,0,0,25633.02451,4834366.975,0.005274285,-0.000319252,, -   ,540000
17/2/2021,20001.61184,4079.85,0,0,0,0,24081.46184,4835918.538,0.004955033,-0.000319252,, -   ,540000
18/2/2021,14868.87584,31483.59286,0,0,0,0,46352.4687,4813647.531,0.009537545,0.004582512,, -   ,540000
19/2/2021,13994.65984,39376.93571,0,0,0,0,53371.59555,4806628.404,0.01098181,0.001444265,, -   ,540000
20/2/2021,13120.44384,47270.27857,0,0,0,0,60390.72241,4799609.278,0.012426075,0.001444265,, -   ,540000
21/2/2021,12246.22784,55163.62143,0,0,0,0,67409.84927,4792590.151,0.013870339,0.001444265,, -   ,540000
22/2/2021,11389.52117,63056.96429,0,0,0,0,74446.48546,4785553.515,0.015318207,0.001447868,, -   ,540000
23/2/2021,10532.81451,70950.30714,0,0,0,0,81483.12165,4778516.878,0.016766074,0.001447868,, -   ,540000
24/2/2021,9676.10784,78843.65,0,0,0,0,88519.75784,4771480.242,0.018213942,0.001447868,, -   ,540000
25/2/2021,8819.401173,78348.65,0,0,0,0,87168.05117,4772831.949,0.017935813,-0.000278129,, -   ,540000
26/2/2021,7962.694507,77853.65,0,0,0,0,85816.34451,4774183.655,0.017657684,-0.000278129,, -   ,540000
27/2/2021,7105.98784,77358.65,0,0,0,0,84464.63784,4775535.362,0.017379555,-0.000278129,, -   ,540000
28/2/2021,6249.281173,76863.65,0,0,0,0,83112.93117,4776887.069,0.017101426,-0.000278129,, -   ,540000
1/3/2021,12658.66019,102038.5502,0,2980.2136,0,0,117677.424,4742322.576,0.024213462,0.007112036,, -   ,540000
2/3/2021,13600.56852,108955.4679,0,2961.541147,0,0,125517.5776,4734482.422,0.025826662,0.0016132,, -   ,540000
3/3/2021,12958.50127,115872.3857,0,2859.51176,0,0,131690.3987,4728309.601,0.02709679,0.001270128,, -   ,540000
4/3/2021,16153.42932,124813.9033,0,2979.600773,0,0,143946.9334,4716053.067,0.029618711,0.002521921,, -   ,540000
5/3/2021,15418.66265,132315.4033,0,2870.16744,0,0,150604.2334,4709395.767,0.030988525,0.001369815,, -   ,540000
6/3/2021,15574.99599,139816.9033,0,2807.634107,0,0,158199.5334,4701800.467,0.032551344,0.001562819,, -   ,540000
7/3/2021,19025.27265,147845.9176,0,2921.75744,0,0,169792.9477,4690207.052,0.034936821,0.002385476,, -   ,540000
8/3/2021,20515.71713,148096.6607,0,2931.012373,0,0,171543.3902,4688456.61,0.035296994,0.000360173,, -   ,540000
9/3/2021,19550.85907,148029.6094,0,2808.253187,0,0,170388.7217,4689611.278,0.035059408,-0.000237586,, -   ,540000
10/3/2021,18586.001,147962.5581,0,2685.494,0,0,169234.0531,4690765.947,0.034821822,-0.000237586,, -   ,540000
11/3/2021,17621.14293,147276.3826,0,2562.734813,0,0,167460.2604,4692539.74,0.034456844,-0.000364978,, -   ,540000
12/3/2021,16656.28487,146590.2071,0,2439.975627,0,0,165686.4676,4694313.532,0.034091866,-0.000364978,, -   ,540000
13/3/2021,35024.45725,145904.0316,0,3324.44084,0,0,184252.9297,4675747.07,0.037912125,0.00382026,, -   ,540000
14/3/2021,33617.45725,145056.5418,0,3168.107507,0,0,181842.1066,4678157.893,0.037416071,-0.000496054,, -   ,540000
15/3/2021,35836.57765,150527.8749,0,8625.704173,0,0,194990.1567,4665009.843,0.040121431,0.00270536,, -   ,540000
16/3/2021,38529.70697,151407.6979,0,8751.23984,0,0,198688.6448,4661311.355,0.040882437,0.000761006,, -   ,540000
17/3/2021,36861.13629,152287.521,0,8392.142173,0,0,197540.7995,4662459.201,0.040646255,-0.000236182,, -   ,540000
18/3/2021,35192.56561,153167.3441,0,8033.044507,0,0,196392.9542,4663607.046,0.040410073,-0.000236182,, -   ,540000
19/3/2021,33523.99493,154047.1672,0,7673.94684,0,0,195245.1089,4664754.891,0.040173891,-0.000236182,, -   ,540000
20/3/2021,31855.42425,154926.9902,0,7314.849173,0,0,194097.2637,4665902.736,0.039937709,-0.000236182,, -   ,540000
21/3/2021,33611.11637,155806.8133,0,38186.46151,0,0,227604.3912,4632395.609,0.046832179,0.006894471,, -   ,540000
22/3/2021,30540.21068,169863.2906,0,37467.89097,0,0,237871.3923,4622128.608,0.048944731,0.002112552,, -   ,540000
23/3/2021,32231.4622,175620.0645,0,37578.11848,0,0,245429.6452,4614570.355,0.050499927,0.001555196,, -   ,540000
24/3/2021,30647.52413,179615.462,0,36104.17655,0,0,246367.1627,4613632.837,0.050692832,0.000192905,, -   ,540000
25/3/2021,29063.58607,183610.8595,0,34630.23461,0,0,247304.6802,4612695.32,0.050885737,0.000192905,, -   ,540000
26/3/2021,27479.648,187606.2571,0,33156.29268,0,0,248242.1977,4611757.802,0.051078642,0.000192905,, -   ,540000
27/3/2021,25895.70993,191601.6546,0,31682.35075,0,0,249179.7153,4610820.285,0.051271546,0.000192905,, -   ,540000
28/3/2021,38626.21467,195597.0521,0,36198.10161,0,0,270421.3684,4589578.632,0.055642257,0.004370711,, -   ,540000
29/3/2021,40361.58345,211272.4575,0,34704.33661,1008.003086,0,287346.3807,4572653.619,0.05912477,0.003482513,, -   ,540000
30/3/2021,38469.22473,214587.7007,0,33046.66549,1311.380571,0,287414.9715,4572585.029,0.059138883,1.41E-05,, -   ,540000
31/3/2021,36576.86601,217902.9438,0,31388.99437,1614.758057,0,287483.5622,4572516.438,0.059152996,1.41E-05,, -   ,540000
1/4/2021,34684.50729,221218.1869,0,29807.17619,1918.135543,0,287628.0059,4572371.994,0.059182717,2.97E-05,, -   ,540000
2/4/2021,32792.14857,224533.43,0,28228.04693,2221.513029,0,287775.1386,4572224.861,0.059212991,3.03E-05,, -   ,540000
3/4/2021,41772.09157,248580.2484,0,31365.43181,6226.806,0,327944.5777,4532055.422,0.067478308,0.008265317,, -   ,540000
4/4/2021,39868.51437,257881.5191,0,29637.94848,7644.344571,0,335032.3265,4524967.674,0.068936693,0.001458385,, -   ,540000
5/4/2021,37964.93717,262194.2262,0,27910.46515,8750.242457,0,336819.8709,4523180.129,0.0693045,0.000367807,, -   ,540000
6/4/2021,43979.50573,283947.3468,0,30468.00969,10323.375,0,368718.2372,4491281.763,0.07586795,0.00656345,, -   ,540000
7/4/2021,42116.23127,293295.7926,0,28609.31267,11569.89594,0,375591.2325,4484408.767,0.077282147,0.001414197,, -   ,540000
8/4/2021,40252.9568,302644.2385,0,26750.61564,12816.41689,0,382464.2278,4477535.772,0.078696343,0.001414197,, -   ,540000
9/4/2021,38389.68233,311992.6843,0,24891.91861,14062.93783,0,389337.2231,4470662.777,0.08011054,0.001414197,, -   ,540000
10/4/2021,36526.40787,315001.3981,0,23033.22159,14164.95089,0,388725.9784,4471274.022,0.079984769,-0.000125771,, -   ,540000
11/4/2021,34663.1334,318010.1118,0,21174.52456,14266.96394,0,388114.7337,4471885.266,0.079858999,-0.000125771,, -   ,540000
12/4/2021,32799.85893,321018.8256,0,19315.82753,14368.977,0,387503.4891,4472496.511,0.079733228,-0.000125771,, -   ,540000
13/4/2021,30936.58447,318694.2471,0,17490.70465,14326.5368,0,381448.073,4478551.927,0.078487258,-0.00124597,, -   ,540000
14/4/2021,29073.31,316369.6686,0,15665.58177,14284.0966,0,375392.657,4484607.343,0.077241287,-0.00124597,, -   ,540000
15/4/2021,27210.03553,314045.0901,0,14027.58989,14241.6564,0,369524.3719,4490475.628,0.076033821,-0.001207466,, -   ,540000
16/4/2021,25346.76107,311720.5116,0,12405.23135,14199.2162,0,363671.7202,4496328.28,0.074829572,-0.001204249,, -   ,540000
17/4/2021,23483.4866,309395.9331,0,10782.8728,14156.776,0,357819.0685,4502180.932,0.073625323,-0.001204249,, -   ,540000
18/4/2021,48009.14748,336006.3044,0,19289.53852,68914.9764,0,472219.9668,4387780.033,0.097164602,0.023539279,, -   ,540000
19/4/2021,45785.23077,342036.393,0,18301.16792,85365.8196,0,491488.6113,4368511.389,0.101129344,0.003964742,, -   ,540000
20/4/2021,43561.31407,348066.4815,0,17312.79732,101816.6628,0,510757.2557,4349242.744,0.105094086,0.003964742,, -   ,540000
21/4/2021,41419.10341,354096.5701,0,16324.42672,118267.506,0,530107.6062,4329892.394,0.109075639,0.003981554,, -   ,540000
22/4/2021,39468.43236,360126.6586,0,15433.25168,134718.3492,0,549746.6919,4310253.308,0.113116603,0.004040964,, -   ,540000
23/4/2021,37319.83705,366156.7472,0,14516.21911,151169.1924,0,569161.9957,4290838.004,0.117111522,0.003994918,, -   ,540000
24/4/2021,35171.24175,372186.8357,0,13599.18653,167620.0356,0,588577.2996,4271422.7,0.12110644,0.003994918,, -   ,540000
25/4/2021,33022.64644,369368.5937,0,12682.15396,167128.362,0,582201.7561,4277798.244,0.1197946,-0.00131184,, -   ,540000
26/4/2021,45031.47273,366550.3517,0,17270.80619,166636.6884,0,595489.319,4264510.681,0.122528666,0.002734066,, -   ,540000
27/4/2021,42410.96337,363732.1097,0,16170.25079,166145.0148,0,588458.3387,4271541.661,0.121081963,-0.001446704,, -   ,540000
28/4/2021,39790.45401,360913.8677,0,15269.35181,165653.3412,0,581627.0147,4278372.985,0.11967634,-0.001405622,, -   ,540000
29/4/2021,37387.97963,358095.6257,0,14376.01312,165161.6676,0,575021.286,4284978.714,0.118317137,-0.001359203,, -   ,540000
30/4/2021,34985.50524,355277.3837,0,13482.67443,164669.994,0,568415.5574,4291584.443,0.116957934,-0.001359203,, -   ,540000
1/5/2021,32583.03085,352459.1417,0,12589.33573,164178.3204,0,561809.8287,4298190.171,0.11559873,-0.001359203,, -   ,540000
2/5/2021,30180.55647,349640.8997,0,11695.99704,163686.6468,0,555204.1,4304795.9,0.114239527,-0.001359203,, -   ,540000
3/5/2021,54091.34584,369625.7815,0,21464.52915,171474.5001,0,616656.1566,4243343.843,0.126883983,0.012644456,, -   ,540000
4/5/2021,51652.52083,373391.7053,0,20373.11612,173474.7059,0,618892.0481,4241107.952,0.127344043,0.00046006,, -   ,540000
5/5/2021,49213.69581,377157.6291,0,19281.70309,175474.9116,0,621127.9396,4238872.06,0.127804103,0.00046006,, -   ,540000
6/5/2021,46774.8708,380923.5528,0,18190.29007,177475.1174,0,623363.8311,4236636.169,0.128264163,0.00046006,, -   ,540000
7/5/2021,44336.04579,389961.7182,0,17241.85325,181389.6165,0,632929.2337,4227070.766,0.130232353,0.00196819,, -   ,540000
8/5/2021,41897.22077,395249.9471,0,16293.41644,183965.9649,0,637406.5491,4222593.451,0.131153611,0.000921258,, -   ,540000
9/5/2021,39458.39576,400538.176,0,15344.97963,186542.3132,0,641883.8646,4218116.135,0.132074869,0.000921258,, -   ,540000
10/5/2021,52871.89581,463107.3329,0,23817.62721,199130.2328,0,738927.0888,4121072.911,0.152042611,0.019967742,, -   ,540000
11/5/2021,50672.20452,479975.0663,0,22555.15425,202930.4057,0,756132.8307,4103867.169,0.155582887,0.003540276,, -   ,540000
12/5/2021,48472.51323,496842.7997,0,21292.68129,206730.5785,0,773338.5727,4086661.427,0.159123163,0.003540276,, -   ,540000
13/5/2021,52606.51685,515519.6433,0,22515.53313,212810.5666,0,803452.2598,4056547.74,0.165319395,0.006196232,, -   ,540000
14/5/2021,50200.17165,531297.4828,0,21170.21601,216705.0575,0,819372.928,4040627.072,0.168595253,0.003275858,, -   ,540000
15/5/2021,47793.82645,547075.3224,0,19824.89889,220599.5484,0,835293.5962,4024706.404,0.17187111,0.003275858,, -   ,540000
16/5/2021,45387.48125,562853.162,0,18479.58177,224494.0393,0,851214.2643,4008785.736,0.175146968,0.003275858,, -   ,540000
17/5/2021,47719.38677,578886.7309,0,20221.73543,241966.9755,0,888794.8285,3971205.171,0.182879594,0.007732626,, -   ,540000
18/5/2021,45485.43972,580762.8781,0,19166.89189,247231.2788,0,892646.4885,3967353.511,0.183672117,0.000792523,, -   ,540000
19/5/2021,43251.49267,582639.0254,0,18112.12965,252495.5821,0,896498.2298,3963501.77,0.184464656,0.000792539,, -   ,540000
20/5/2021,41017.54561,583961.9454,0,17057.36741,257055.0431,0,899091.9015,3960908.098,0.184998334,0.000533677,, -   ,540000
21/5/2021,38783.59856,585284.8653,0,16002.60517,261614.5041,0,901685.5732,3958314.427,0.185532011,0.000533677,, -   ,540000
22/5/2021,36549.65151,586607.7853,0,14947.84293,266173.9652,0,904279.2449,3955720.755,0.186065688,0.000533677,, -   ,540000
23/5/2021,34315.70445,587930.7052,0,13895.56327,270733.4262,0,906875.3991,3953124.601,0.186599876,0.000534188,, -   ,540000
24/5/2021,43567.45484,621712.7496,0,20141.38635,277872.7603,0,963294.351,3896705.649,0.198208714,0.011608838,, -   ,540000
25/5/2021,41590.36345,628078.5547,0,19017.12456,279434.1836,0,968120.2263,3891879.774,0.199201693,0.000992978,, -   ,540000
26/5/2021,39613.27207,634444.3599,0,17892.86277,280995.6069,0,972946.1016,3887053.898,0.200194671,0.000992978,, -   ,540000
27/5/2021,37636.18068,640810.1651,0,16768.60099,282557.0301,0,977771.9769,3882228.023,0.20118765,0.000992978,, -   ,540000
28/5/2021,35659.08929,647175.9703,0,15644.3392,284118.4534,0,982597.8522,3877402.148,0.202180628,0.000992978,, -   ,540000
29/5/2021,33681.99791,653541.7754,0,14520.07741,285679.8767,0,987423.7275,3872576.273,0.203173606,0.000992978,, -   ,540000
30/5/2021,31704.90652,659907.5806,0,13395.81563,287241.3,0,992249.6027,3867750.397,0.204166585,0.000992978,, -   ,540000
31/5/2021,47248.51077,679167.5918,0,20426.57587,301498.9879,0,1048341.666,3811658.334,0.215708162,0.011541577,, -   ,540000
1/6/2021,45097.01392,680872.5577,0,19360.24496,305157.0882,0,1050486.905,3809513.095,0.216149569,0.000441407,, -   ,540000
2/6/2021,42945.51707,682577.5237,0,18293.91405,308815.1885,0,1052632.143,3807367.857,0.216590976,0.000441407,, -   ,540000
3/6/2021,40794.02021,684282.4896,0,17229.65925,312473.2887,0,1054779.458,3805220.542,0.21703281,0.000441834,, -   ,540000
4/6/2021,38642.52336,685987.4556,0,16165.40445,316131.389,0,1056926.772,3803073.228,0.217474645,0.000441834,, -   ,540000
5/6/2021,36491.02651,687692.4215,0,15101.14965,319789.4893,0,1059074.087,3800925.913,0.217916479,0.000441834,, -   ,540000
6/6/2021,34339.52965,689397.3875,0,14036.89485,323447.5896,0,1061221.402,3798778.598,0.218358313,0.000441834,, -   ,540000
7/6/2021,58562.16651,704668.4593,0,24146.95901,333610.42,0,1120988.005,3739011.995,0.230655968,0.012297655,, -   ,540000
8/6/2021,55908.74585,704922.1511,0,22953.64167,335949.2048,0,1119733.743,3740266.257,0.23039789,-0.000258078,, -   ,540000
9/6/2021,53255.3252,705175.8429,0,21760.32432,338287.9896,0,1118479.482,3741520.518,0.230139811,-0.000258078,, -   ,540000
10/6/2021,50824.25432,705429.5346,0,20620.2416,340626.7744,0,1117500.805,3742499.195,0.229938437,-0.000201374,, -   ,540000
11/6/2021,48393.18344,705683.2264,0,19480.15888,342965.5592,0,1116522.128,3743477.872,0.229737063,-0.000201374,, -   ,540000
12/6/2021,45962.11256,705936.9182,0,18340.07616,345304.344,0,1115543.451,3744456.549,0.229535689,-0.000201374,, -   ,540000
13/6/2021,43543.01681,706190.61,0,17282.8376,347643.1288,0,1114659.593,3745340.407,0.229353826,-0.000181864,, -   ,540000
14/6/2021,41123.92107,699987.6975,0,16225.59904,346521.5072,0,1103858.725,3756141.275,0.227131425,-0.002222401,, -   ,540000
15/6/2021,61514.24636,713556.2842,0,25380.57284,352840.7518,0,1153291.855,3706708.145,0.237302851,0.010171426,, -   ,540000
16/6/2021,58678.59107,713062.1873,0,24095.52535,353958.5989,0,1149794.903,3710205.097,0.236583313,-0.000719538,, -   ,540000
17/6/2021,55842.93577,712568.0904,0,22810.47785,355076.4459,0,1146297.95,3713702.05,0.235863776,-0.000719538,, -   ,540000
18/6/2021,53007.28048,712073.9934,0,21525.43036,356194.2929,0,1142800.997,3717199.003,0.235144238,-0.000719538,, -   ,540000
19/6/2021,50171.62519,711579.8965,0,20240.38287,357312.1399,0,1139304.045,3720695.955,0.234424701,-0.000719538,, -   ,540000
20/6/2021,47335.96989,711085.7996,0,18955.33537,358429.987,0,1135807.092,3724192.908,0.233705163,-0.000719538,, -   ,540000
21/6/2021,44500.3146,710591.7027,0,17670.28788,359547.834,0,1132310.139,3727689.861,0.232985625,-0.000719538,, -   ,540000
22/6/2021,75857.47325,716854.7649,0,30514.62204,363183.5558,0,1186410.416,3673589.584,0.24411737,0.011131744,, -   ,540000
23/6/2021,72104.66032,714011.348,0,28867.12509,363451.1073,0,1178434.241,3681565.759,0.242476181,-0.001641188,, -   ,540000
24/6/2021,68540.11024,711167.931,0,27362.86075,363718.6587,0,1170789.561,3689210.439,0.240903202,-0.001572979,, -   ,540000
25/6/2021,64975.56016,708324.514,0,25858.5964,363986.2101,0,1163144.881,3696855.119,0.239330222,-0.001572979,, -   ,540000
26/6/2021,61411.01008,705481.097,0,24354.33205,364253.7615,0,1155500.201,3704499.799,0.237757243,-0.001572979,, -   ,540000
27/6/2021,57846.46,702637.6801,0,22850.06771,364521.313,0,1147855.521,3712144.479,0.236184264,-0.001572979,, -   ,540000
28/6/2021,93298.78908,706871.6585,0,36982.1508,367452.1825,0,1204604.781,3655395.219,0.247861066,0.011676802,, -   ,540000
29/6/2021,88551.13335,702156.5071,0,35014.59575,367031.6405,0,1192753.877,3667246.123,0.245422608,-0.002438458,, -   ,540000
30/6/2021,83803.47761,697441.3557,0,33047.04069,366611.0986,0,1180902.973,3679097.027,0.242984151,-0.002438458,, -   ,540000
1/7/2021,99581.10661,698685.797,0,39447.15227,368433.3367,0,1206147.393,3653852.607,0.248178476,0.005194325,, -   ,540000
2/7/2021,102822.6283,698871.0086,0,40734.16331,369884.4697,0,1212312.27,3647687.73,0.249446969,0.001268493,, -   ,540000
3/7/2021,105736.7504,699700.5147,0,41825.13235,371592.708,0,1218855.105,3641144.895,0.250793232,0.001346262,, -   ,540000
4/7/2021,108170.0599,701402.2774,0,42676.41112,373642.4349,0,1225891.183,3634108.817,0.252240984,0.001447753,, -   ,540000
5/7/2021,110970.8341,701871.2057,0,43564.73464,375232.7435,0,1231639.518,3628360.482,0.253423769,0.001182785,, -   ,540000
6/7/2021,112644.3575,703187.3458,0,44233.25975,377155.8877,0,1237220.851,3622779.149,0.254572191,0.001148422,, -   ,540000
7/7/2021,106787.2291,702372.1623,0,41749.36071,378290.7366,0,1229199.489,3630800.511,0.252921705,-0.001650486,, -   ,540000
8/7/2021,115440.9669,706946.1784,0,45552.47545,381446.5019,0,1249386.123,3610613.877,0.257075334,0.004153628,, -   ,540000
9/7/2021,115925.938,710664.9068,0,45937.29308,384309.0515,0,1256837.189,3603162.811,0.258608475,0.001533141,, -   ,540000
10/7/2021,110028.0003,709763.4839,0,43501.157,385453.5069,0,1248746.148,3611253.852,0.256943652,-0.001664823,, -   ,540000
11/7/2021,104130.0627,707963.2984,0,41065.02092,386256.0371,0,1239414.419,3620585.581,0.255023543,-0.001920109,, -   ,540000
12/7/2021,114113.4406,724387.2651,0,45334.64684,393913.0585,0,1277748.411,3582251.589,0.262911196,0.007887653,, -   ,540000
13/7/2021,109902.3083,736557.4721,0,44050.80624,400053.5656,0,1290564.152,3569435.848,0.265548179,0.002636984,, -   ,540000
14/7/2021,103993.9589,741414.6909,0,41429.43392,403489.256,0,1290327.34,3569672.66,0.265499453,-4.87E-05,, -   ,540000
15/7/2021,100070.7926,768137.059,0,41133.3636,415144.3825,0,1324485.598,3535514.402,0.272527901,0.007028448,, -   ,540000
16/7/2021,95779.99919,788366.7011,0,39824.90363,424460.2959,0,1348431.9,3511568.1,0.277455123,0.004927223,, -   ,540000
17/7/2021,92380.02433,812758.8502,0,38299.03401,435398.9219,0,1378836.831,3481163.169,0.283711282,0.006256159,, -   ,540000
18/7/2021,89375.87923,841734.0345,0,36656.102,448121.567,0,1415887.583,3444112.417,0.291334894,0.007623612,, -   ,540000
19/7/2021,83800.61984,863762.5309,0,34731.2322,458260.3396,0,1440554.723,3419445.277,0.296410437,0.005075543,, -   ,540000
20/7/2021,78637.86159,876542.0523,0,32171.67408,464943.6675,0,1452295.255,3407704.745,0.298826184,0.002415748,, -   ,540000
21/7/2021,73470.68848,889289.119,0,29607.69485,471614.989,0,1463982.491,3396017.509,0.301230965,0.002404781,, -   ,540000
